10.00000, 4.50000
9.41587, 4.81410
9.81030, 5.06881
9.29875, 4.19161
9.49183, 4.70544
9.83588, 3.39376
10.83643, 4.77336
10.06674, 4.57448
8.74279, 4.78515
9.35499, 4.51321
9.81190, 5.09608
8.82035, 5.21356
10.29436, 5.06016
11.22557, 4.99529
10.84887, 5.70877
9.73981, 4.49641
10.46950, 4.75495
10.20337, 4.94719
9.52437, 4.07283
9.51791, 4.12213
10.15633, 4.06187
9.65205, 4.83593
8.70010, 5.01392
7.89011, 4.31775
8.70910, 5.13834
8.85364, 5.38696
10.47142, 3.53792
10.38331, 4.95585
10.42687, 2.73562
9.59253, 4.77692
9.67338, 4.66762
9.43795, 4.81368
9.89178, 4.52123
8.88146, 5.49442
11.06773, 5.30175
10.06690, 3.94570
10.21904, 4.03868
10.34892, 4.69458
10.44872, 5.19913
10.32961, 5.23560
10.24140, 4.08238
10.75237, 3.44136
10.25336, 5.51809
9.08585, 4.45246
9.62484, 4.72838
9.78113, 5.48420
9.38695, 3.53556
10.66681, 5.17310
9.83433, 4.41628
11.81769, 5.07807
9.98773, 4.86866
10.08473, 4.42027
10.80355, 5.18345
9.67748, 3.08905
9.45052, 4.17682
10.11826, 3.73577
9.90742, 3.62724
8.28807, 5.50893
9.56758, 5.78468
9.10720, 4.13289
10.06609, 5.14326
10.53387, 5.40565
9.25325, 5.03343
11.17707, 4.79934
10.76520, 5.41146
9.95121, 5.01296
9.95278, 5.05914
9.85917, 5.45490
10.68400, 4.55555
9.95140, 4.41819
9.64016, 4.73204
8.90832, 4.83154
10.65411, 2.68326
10.06653, 4.33369
9.14732, 4.77792
10.53926, 4.29093
10.50286, 4.43275
10.39831, 5.18723
9.62992, 3.95625
11.25501, 4.84984
9.81108, 4.17732
10.37821, 4.37636
10.42748, 4.93342
9.34587, 5.18745
9.82830, 3.96368
10.99296, 4.79972
9.85772, 4.25477
10.12979, 4.91410
10.63976, 6.22230
10.08158, 4.55784
10.67738, 4.90493
9.39512, 4.39288
9.49101, 4.36491
9.76829, 5.48193
9.55938, 5.17951
10.97726, 4.56686
9.51755, 4.67298
10.12357, 5.22536
8.71491, 4.00882
9.82314, 4.90009
10.60581, 4.06268
3.50000, 2.50000
3.49205, 2.58344
3.16995, 3.32249
3.44039, 2.93480
4.22190, 3.21492
3.23349, 1.81807
3.37958, 3.72829
4.43501, 2.18436
2.87444, 3.07416
3.05064, 2.07885
3.26336, 2.43860
4.14698, 2.75008
3.88352, 2.19543
4.20004, 2.68913
3.04450, 2.88132
4.67000, 1.91806
3.42269, 1.08674
3.47384, 2.98127
4.15384, 2.87768
4.27955, 2.21058
4.92435, 1.24951
2.85570, 2.10343
5.25835, 2.36945
3.62167, 2.20239
4.40828, 2.03351
3.89208, 2.43277
2.81373, 2.28333
2.77579, 2.68106
3.62907, 3.20569
3.22727, 2.84860
3.33676, 2.78451
3.66767, 2.10158
3.93983, 2.99626
3.81342, 2.55657
2.72814, 1.60829
3.01660, 2.79438
2.12654, 3.04538
3.58134, 2.86417
3.72821, 2.28751
2.14889, 1.07717
4.00478, 3.41223
3.23944, 3.61887
3.39728, 2.84519
5.09784, 1.85576
3.54780, 1.58498
3.12419, 3.18250
3.46965, 3.04068
2.74281, 2.82751
4.40374, 2.61071
3.45828, 0.93253
3.32931, 3.06834
2.93082, 2.34747
4.04470, 1.09096
2.29673, 3.03243
4.21926, 1.48656
2.74580, 3.10979
4.14730, 2.85539
3.61154, 1.69341
3.40667, 2.68489
3.91531, 1.78449
4.50869, 1.42927
3.97300, 2.73026
2.95656, 2.00720
3.23340, 1.71962
2.77065, 3.66267
3.49474, 2.53085
3.42537, 2.10854
3.95580, 2.61199
4.93104, 3.83865
3.76359, 3.37814
3.48240, 0.75318
3.14432, 2.90578
2.31788, 1.75831
3.16403, 3.43953
4.80792, 2.31907
3.85894, 1.79858
4.19866, 2.99904
4.57262, 2.15791
2.57932, 3.80574
4.60083, 1.80843
2.50607, 2.87264
3.18236, 2.41026
4.24744, 2.94018
4.83563, 3.92866
3.34329, 2.21948
2.54350, 2.57872
3.29788, 2.89106
4.46242, 2.56563
3.50512, 2.35637
4.11393, 3.43697
3.16403, 3.14140
3.38932, 2.57524
4.81492, 2.21261
3.49787, 1.59912
3.01551, 3.57136
3.30039, 1.76367
4.49316, 1.76409
2.63357, 3.08562
2.32754, 2.20831
3.63383, 1.79995
3.10404, 1.04454
4.50000, 8.50000
5.27075, 8.30037
3.74798, 9.09945
4.30720, 7.88676
3.85961, 9.10725
4.79830, 8.38825
4.64160, 7.75830
4.68796, 7.40634
3.42678, 7.07607
4.50733, 8.75442
4.96767, 9.15128
5.45741, 7.58491
4.85342, 7.98078
5.33524, 8.23926
4.00947, 8.75812
4.22871, 8.64096
3.51437, 9.22854
4.03357, 8.80279
5.10551, 8.56618
4.54133, 7.66727
5.56740, 7.66043
4.84698, 8.79200
4.42126, 9.08614
4.72342, 10.29178
4.45622, 8.00204
3.96488, 9.01199
4.54555, 9.25134
5.02693, 8.27057
5.71189, 8.26330
5.37206, 8.03322
4.87209, 9.50967
4.24275, 8.02899
3.49043, 9.48930
5.56807, 7.36307
5.02178, 9.44055
4.47635, 7.86842
4.70900, 7.97452
4.14436, 8.90784
5.64153, 7.88183
4.61279, 7.55744
4.01790, 9.31874
5.11054, 9.78637
4.16828, 9.66407
4.28365, 8.66359
4.28855, 7.13426
5.32942, 8.51538
5.25184, 8.79485
4.49626, 9.14022
4.54404, 8.17754
4.69285, 9.80471
3.80401, 8.74121
4.62507, 7.08682
4.79210, 8.68831
5.04863, 7.80150
4.51372, 8.05333
5.05061, 9.21505
4.87642, 9.52688
4.71353, 8.28207
4.06515, 8.21299
5.03634, 9.43388
5.01144, 8.97385
4.46905, 8.43346
4.69211, 8.73488
5.76172, 8.95959
4.53268, 9.07179
4.18293, 10.11697
5.56473, 8.00771
5.33757, 8.15100
4.38209, 9.07285
4.89916, 8.61286
4.71308, 7.08819
4.62515, 8.76445
4.18643, 9.26227
4.74852, 8.25442
3.91629, 8.94362
5.22114, 8.58713
5.46454, 8.06823
4.43232, 9.44413
4.33257, 8.83029
4.68479, 8.15382
3.16339, 8.81774
3.07819, 7.83786
4.51694, 8.71222
4.58946, 9.10195
5.02581, 7.96567
5.23131, 9.51128
4.43769, 9.57133
4.32335, 7.52765
6.03362, 8.78729
4.70024, 8.96155
5.69548, 7.78485
4.52811, 9.17172
3.53519, 8.90728
5.03698, 9.55601
3.90760, 10.59939
3.66445, 7.22368
4.04514, 8.79441
3.82465, 8.14012
4.06352, 9.01735
4.86971, 6.29804
3.09480, 8.17545
8.00000, 10.00000
8.25002, 8.80072
7.77208, 10.00862
8.47593, 10.12025
8.10150, 10.11447
7.40617, 8.94041
8.58416, 9.82116
8.12592, 9.95875
8.23205, 9.33827
6.95097, 9.35019
7.47574, 11.21985
8.87766, 10.36165
9.09820, 10.76391
8.52926, 10.42309
7.87822, 9.37235
8.17549, 10.19358
7.31656, 10.86908
9.41068, 10.52890
7.73099, 10.09629
6.98288, 11.00662
8.91641, 9.66734
7.71840, 10.47877
8.06625, 9.83226
7.78761, 10.30057
8.15285, 10.39000
7.72293, 9.82007
7.75249, 9.93496
7.78728, 10.01597
6.90301, 11.12875
7.36465, 9.75515
9.05289, 10.19487
7.30787, 9.97243
9.05162, 8.98629
8.67917, 10.73311
8.53209, 10.38811
8.03332, 9.80477
7.64462, 10.66503
7.19303, 10.40725
8.08944, 11.44903
7.49530, 10.89648
8.24002, 9.46821
8.34174, 8.71084
8.04967, 9.45440
7.47330, 9.36729
6.71347, 9.64506
8.59591, 9.69203
6.97703, 12.12708
8.27916, 10.94532
8.24960, 9.30743
8.60149, 10.38927
7.67130, 10.22757
7.83662, 9.42452
6.87633, 10.35607
8.78679, 10.84913
7.81094, 9.68986
8.12029, 10.18771
7.43276, 10.59674
8.80480, 9.24302
8.77025, 9.43945
9.23510, 10.69986
7.46255, 8.82102
7.28100, 10.33828
8.46405, 9.81843
8.99798, 9.55098
6.99876, 9.87294
6.13387, 8.79254
8.69936, 9.05471
8.17178, 10.40483
7.33696, 9.05128
8.38411, 10.74742
9.30642, 10.09546
8.37019, 9.83839
10.16765, 9.41630
8.24113, 10.12807
8.10447, 10.00977
9.07353, 11.00026
8.32609, 9.63004
8.95931, 9.51917
8.65230, 9.16203
8.17106, 9.46977
8.44663, 10.62600
7.44338, 8.92575
7.48046, 9.78506
7.28205, 9.87966
7.75050, 9.13579
7.38871, 9.85868
7.78917, 9.85649
6.71500, 9.81694
8.73765, 9.41722
8.21309, 10.13109
7.66713, 10.96391
8.20412, 9.60109
8.02955, 11.63562
7.68578, 9.36533
7.65794, 9.60175
6.93829, 10.05384
7.86936, 8.88278
8.51526, 9.57423
7.56316, 10.43750
8.50814, 10.11480
9.05865, 10.34269
